2025-03-30 20:26:40,078 SSD INFO: Using 1 GPUs
2025-03-30 20:26:40,078 SSD INFO: Namespace(config_file='configs/vgg_ssd300_pipes.yaml', local_rank=0, log_step=10, save_step=2500, eval_step=2500, use_tensorboard=True, skip_test=False, opts=[], distributed=False, num_gpus=1)
2025-03-30 20:26:40,078 SSD INFO: Loaded configuration file configs/vgg_ssd300_pipes.yaml
2025-03-30 20:26:40,078 SSD INFO: 
MODEL:
  NUM_CLASSES: 2  # 2 klasy: tło + rury

DATASETS:
  TRAIN: ("train",)  # Nazwa Twojego zbioru treningowego
  TEST: ("val",)     # Nazwa Twojego zbioru walidacyjnego

INPUT:
  IMAGE_SIZE: 300

SOLVER:
  BATCH_SIZE: 2  # Jeśli masz dużo pamięci GPU, zwiększ do 2 lub 4
  MAX_ITER: 6800  # 100 epok dla 68 obrazów
  LR: 0.0001
  LR_STEPS: [4000, 6000]  # Dostosuj kroki LR do nowego MAX_ITER (np. 60% i 90%)
  WARMUP_ITERS: 100

OUTPUT_DIR: "outputs/pipes"  # Gdzie zapisywać wyniki
2025-03-30 20:26:40,089 SSD INFO: Running with config:
DATASETS:
  TEST: ('val',)
  TRAIN: ('train',)
DATA_LOADER:
  NUM_WORKERS: 8
  PIN_MEMORY: True
INPUT:
  IMAGE_SIZE: 300
  PIXEL_MEAN: [123, 117, 104]
MODEL:
  BACKBONE:
    NAME: vgg
    OUT_CHANNELS: (512, 1024, 512, 256, 256, 256)
    PRETRAINED: True
  BOX_HEAD:
    NAME: SSDBoxHead
    PREDICTOR: SSDBoxPredictor
  CENTER_VARIANCE: 0.1
  DEVICE: cuda
  META_ARCHITECTURE: SSDDetector
  NEG_POS_RATIO: 3
  NUM_CLASSES: 2
  PRIORS:
    ASPECT_RATIOS: [[2], [2, 3], [2, 3], [2, 3], [2], [2]]
    BOXES_PER_LOCATION: [4, 6, 6, 6, 4, 4]
    CLIP: True
    FEATURE_MAPS: [38, 19, 10, 5, 3, 1]
    MAX_SIZES: [60, 111, 162, 213, 264, 315]
    MIN_SIZES: [30, 60, 111, 162, 213, 264]
    STRIDES: [8, 16, 32, 64, 100, 300]
  SIZE_VARIANCE: 0.2
  THRESHOLD: 0.5
OUTPUT_DIR: outputs/pipes
SOLVER:
  BATCH_SIZE: 2
  GAMMA: 0.1
  LR: 0.0001
  LR_STEPS: [4000, 6000]
  MAX_ITER: 6800
  MOMENTUM: 0.9
  WARMUP_FACTOR: 0.3333333333333333
  WARMUP_ITERS: 100
  WEIGHT_DECAY: 0.0005
TEST:
  BATCH_SIZE: 10
  CONFIDENCE_THRESHOLD: 0.01
  MAX_PER_CLASS: -1
  MAX_PER_IMAGE: 100
  NMS_THRESHOLD: 0.45
2025-03-30 20:26:40,354 SSD.trainer INFO: No checkpoint found.
2025-03-30 20:26:40,363 SSD.trainer INFO: Start training ...
2025-03-30 20:26:48,973 SSD.trainer INFO: iter: 000010, lr: 0.00004, total_loss: 17.749 (17.749), reg_loss: 7.349 (7.349), cls_loss: 10.400 (10.400), time: 0.851 (0.851), eta: 1:36:17
2025-03-30 20:27:34,693 SSD.trainer INFO: iter: 000290, lr: 0.00010, total_loss: 10.788 (12.631), reg_loss: 6.054 (5.907), cls_loss: 4.735 (6.724), time: 0.164 (0.187), eta: 0:20:17
2025-03-30 20:27:36,346 SSD.trainer INFO: iter: 000300, lr: 0.00010, total_loss: 10.584 (12.562), reg_loss: 6.308 (5.920), cls_loss: 4.276 (6.642), time: 0.165 (0.186), eta: 0:20:10
2025-03-30 20:27:37,985 SSD.trainer INFO: iter: 000310, lr: 0.00010, total_loss: 7.905 (12.412), reg_loss: 3.944 (5.856), cls_loss: 3.961 (6.556), time: 0.164 (0.186), eta: 0:20:04
2025-03-30 20:27:39,621 SSD.trainer INFO: iter: 000320, lr: 0.00010, total_loss: 8.145 (12.279), reg_loss: 4.102 (5.801), cls_loss: 4.044 (6.477), time: 0.163 (0.185), eta: 0:19:57
2025-03-30 20:27:41,270 SSD.trainer INFO: iter: 000330, lr: 0.00010, total_loss: 8.531 (12.165), reg_loss: 4.340 (5.757), cls_loss: 4.191 (6.408), time: 0.165 (0.184), eta: 0:19:52
2025-03-30 20:27:42,924 SSD.trainer INFO: iter: 000340, lr: 0.00010, total_loss: 10.149 (12.106), reg_loss: 5.874 (5.761), cls_loss: 4.275 (6.345), time: 0.165 (0.184), eta: 0:19:46
2025-03-30 20:27:44,564 SSD.trainer INFO: iter: 000350, lr: 0.00010, total_loss: 10.480 (12.060), reg_loss: 6.276 (5.775), cls_loss: 4.204 (6.284), time: 0.164 (0.183), eta: 0:19:41
2025-03-30 20:27:46,197 SSD.trainer INFO: iter: 000360, lr: 0.00010, total_loss: 7.713 (11.939), reg_loss: 3.664 (5.717), cls_loss: 4.049 (6.222), time: 0.163 (0.183), eta: 0:19:35
2025-03-30 20:27:47,833 SSD.trainer INFO: iter: 000370, lr: 0.00010, total_loss: 8.423 (11.844), reg_loss: 4.431 (5.682), cls_loss: 3.992 (6.162), time: 0.164 (0.182), eta: 0:19:30
2025-03-30 20:27:49,483 SSD.trainer INFO: iter: 000380, lr: 0.00010, total_loss: 7.031 (11.717), reg_loss: 3.373 (5.621), cls_loss: 3.659 (6.096), time: 0.165 (0.182), eta: 0:19:26
2025-03-30 20:27:51,140 SSD.trainer INFO: iter: 000390, lr: 0.00010, total_loss: 8.424 (11.633), reg_loss: 4.690 (5.597), cls_loss: 3.734 (6.035), time: 0.166 (0.181), eta: 0:19:21
2025-03-30 20:27:52,787 SSD.trainer INFO: iter: 000400, lr: 0.00010, total_loss: 10.641 (11.608), reg_loss: 6.696 (5.625), cls_loss: 3.944 (5.983), time: 0.165 (0.181), eta: 0:19:17
2025-03-30 20:27:54,447 SSD.trainer INFO: iter: 000410, lr: 0.00010, total_loss: 9.457 (11.555), reg_loss: 5.691 (5.626), cls_loss: 3.766 (5.929), time: 0.166 (0.180), eta: 0:19:13
2025-03-30 20:27:56,082 SSD.trainer INFO: iter: 000420, lr: 0.00010, total_loss: 8.040 (11.472), reg_loss: 4.053 (5.589), cls_loss: 3.987 (5.883), time: 0.163 (0.180), eta: 0:19:08
2025-03-30 20:27:57,720 SSD.trainer INFO: iter: 000430, lr: 0.00010, total_loss: 6.926 (11.366), reg_loss: 3.228 (5.534), cls_loss: 3.698 (5.832), time: 0.164 (0.180), eta: 0:19:04
2025-03-30 20:27:59,368 SSD.trainer INFO: iter: 000440, lr: 0.00010, total_loss: 7.303 (11.274), reg_loss: 3.586 (5.490), cls_loss: 3.716 (5.784), time: 0.165 (0.179), eta: 0:19:00
2025-03-30 20:28:01,010 SSD.trainer INFO: iter: 000450, lr: 0.00010, total_loss: 6.833 (11.175), reg_loss: 3.301 (5.441), cls_loss: 3.533 (5.734), time: 0.164 (0.179), eta: 0:18:56
2025-03-30 20:28:02,653 SSD.trainer INFO: iter: 000460, lr: 0.00010, total_loss: 8.347 (11.114), reg_loss: 4.642 (5.424), cls_loss: 3.704 (5.690), time: 0.164 (0.179), eta: 0:18:52
2025-03-30 20:28:04,286 SSD.trainer INFO: iter: 000470, lr: 0.00010, total_loss: 7.849 (11.044), reg_loss: 4.195 (5.398), cls_loss: 3.654 (5.646), time: 0.163 (0.178), eta: 0:18:48
2025-03-30 20:28:05,919 SSD.trainer INFO: iter: 000480, lr: 0.00010, total_loss: 6.879 (10.957), reg_loss: 3.418 (5.356), cls_loss: 3.461 (5.601), time: 0.163 (0.178), eta: 0:18:45
2025-03-30 20:28:07,575 SSD.trainer INFO: iter: 000490, lr: 0.00010, total_loss: 7.780 (10.892), reg_loss: 4.327 (5.335), cls_loss: 3.454 (5.557), time: 0.166 (0.178), eta: 0:18:41
2025-03-30 20:28:09,244 SSD.trainer INFO: iter: 000500, lr: 0.00010, total_loss: 7.809 (10.831), reg_loss: 4.300 (5.315), cls_loss: 3.509 (5.516), time: 0.167 (0.178), eta: 0:18:38
2025-03-30 20:28:10,904 SSD.trainer INFO: iter: 000510, lr: 0.00010, total_loss: 7.104 (10.758), reg_loss: 3.632 (5.282), cls_loss: 3.472 (5.476), time: 0.166 (0.177), eta: 0:18:35
2025-03-30 20:28:12,602 SSD.trainer INFO: iter: 000520, lr: 0.00010, total_loss: 8.048 (10.706), reg_loss: 4.327 (5.263), cls_loss: 3.721 (5.442), time: 0.170 (0.177), eta: 0:18:32
2025-03-30 20:28:14,275 SSD.trainer INFO: iter: 000530, lr: 0.00010, total_loss: 9.730 (10.687), reg_loss: 6.215 (5.281), cls_loss: 3.515 (5.406), time: 0.167 (0.177), eta: 0:18:29
2025-03-30 20:28:15,947 SSD.trainer INFO: iter: 000540, lr: 0.00010, total_loss: 8.134 (10.640), reg_loss: 4.537 (5.267), cls_loss: 3.597 (5.372), time: 0.167 (0.177), eta: 0:18:26
2025-03-30 20:28:17,610 SSD.trainer INFO: iter: 000550, lr: 0.00010, total_loss: 7.841 (10.589), reg_loss: 4.316 (5.250), cls_loss: 3.525 (5.339), time: 0.166 (0.177), eta: 0:18:23
2025-03-30 20:28:19,242 SSD.trainer INFO: iter: 000560, lr: 0.00010, total_loss: 8.423 (10.550), reg_loss: 4.851 (5.243), cls_loss: 3.572 (5.307), time: 0.163 (0.176), eta: 0:18:20
2025-03-30 20:28:20,900 SSD.trainer INFO: iter: 000570, lr: 0.00010, total_loss: 6.496 (10.479), reg_loss: 3.205 (5.207), cls_loss: 3.291 (5.272), time: 0.166 (0.176), eta: 0:18:17
2025-03-30 20:28:22,544 SSD.trainer INFO: iter: 000580, lr: 0.00010, total_loss: 7.983 (10.436), reg_loss: 4.551 (5.196), cls_loss: 3.433 (5.240), time: 0.164 (0.176), eta: 0:18:14
2025-03-30 20:28:24,187 SSD.trainer INFO: iter: 000590, lr: 0.00010, total_loss: 8.034 (10.396), reg_loss: 4.560 (5.185), cls_loss: 3.474 (5.210), time: 0.164 (0.176), eta: 0:18:11
2025-03-30 20:28:25,843 SSD.trainer INFO: iter: 000600, lr: 0.00010, total_loss: 7.702 (10.351), reg_loss: 4.358 (5.171), cls_loss: 3.344 (5.179), time: 0.166 (0.176), eta: 0:18:08
2025-03-30 20:28:27,492 SSD.trainer INFO: iter: 000610, lr: 0.00010, total_loss: 5.762 (10.275), reg_loss: 2.593 (5.129), cls_loss: 3.169 (5.146), time: 0.165 (0.175), eta: 0:18:06
2025-03-30 20:28:29,152 SSD.trainer INFO: iter: 000620, lr: 0.00010, total_loss: 6.893 (10.221), reg_loss: 3.545 (5.104), cls_loss: 3.348 (5.117), time: 0.166 (0.175), eta: 0:18:03
2025-03-30 20:28:30,797 SSD.trainer INFO: iter: 000630, lr: 0.00010, total_loss: 8.848 (10.199), reg_loss: 5.430 (5.109), cls_loss: 3.419 (5.090), time: 0.165 (0.175), eta: 0:18:00
2025-03-30 20:28:32,447 SSD.trainer INFO: iter: 000640, lr: 0.00010, total_loss: 5.924 (10.132), reg_loss: 2.734 (5.072), cls_loss: 3.190 (5.061), time: 0.165 (0.175), eta: 0:17:57
2025-03-30 20:28:34,101 SSD.trainer INFO: iter: 000650, lr: 0.00010, total_loss: 7.462 (10.091), reg_loss: 4.101 (5.057), cls_loss: 3.361 (5.034), time: 0.165 (0.175), eta: 0:17:55
2025-03-30 20:28:35,843 SSD.trainer INFO: iter: 000660, lr: 0.00010, total_loss: 7.713 (10.055), reg_loss: 4.359 (5.046), cls_loss: 3.354 (5.009), time: 0.174 (0.175), eta: 0:17:53
2025-03-30 20:28:37,619 SSD.trainer INFO: iter: 000670, lr: 0.00010, total_loss: 6.489 (10.002), reg_loss: 3.339 (5.021), cls_loss: 3.150 (4.981), time: 0.178 (0.175), eta: 0:17:51
2025-03-30 20:28:39,330 SSD.trainer INFO: iter: 000680, lr: 0.00010, total_loss: 6.694 (9.953), reg_loss: 3.598 (5.000), cls_loss: 3.096 (4.954), time: 0.171 (0.175), eta: 0:17:49
2025-03-30 20:28:41,016 SSD.trainer INFO: iter: 000690, lr: 0.00010, total_loss: 7.437 (9.917), reg_loss: 4.170 (4.988), cls_loss: 3.267 (4.929), time: 0.169 (0.175), eta: 0:17:47
2025-03-30 20:28:42,679 SSD.trainer INFO: iter: 000700, lr: 0.00010, total_loss: 6.319 (9.865), reg_loss: 3.181 (4.962), cls_loss: 3.137 (4.904), time: 0.166 (0.175), eta: 0:17:45
2025-03-30 20:28:44,331 SSD.trainer INFO: iter: 000710, lr: 0.00010, total_loss: 6.501 (9.818), reg_loss: 3.243 (4.938), cls_loss: 3.258 (4.880), time: 0.165 (0.174), eta: 0:17:42
2025-03-30 20:28:45,995 SSD.trainer INFO: iter: 000720, lr: 0.00010, total_loss: 9.290 (9.811), reg_loss: 5.803 (4.950), cls_loss: 3.487 (4.861), time: 0.166 (0.174), eta: 0:17:40
2025-03-30 20:28:47,644 SSD.trainer INFO: iter: 000730, lr: 0.00010, total_loss: 6.416 (9.764), reg_loss: 3.328 (4.927), cls_loss: 3.088 (4.837), time: 0.165 (0.174), eta: 0:17:37
2025-03-30 20:28:49,294 SSD.trainer INFO: iter: 000740, lr: 0.00010, total_loss: 6.726 (9.723), reg_loss: 3.680 (4.911), cls_loss: 3.046 (4.812), time: 0.165 (0.174), eta: 0:17:35
2025-03-30 20:28:50,943 SSD.trainer INFO: iter: 000750, lr: 0.00010, total_loss: 6.007 (9.674), reg_loss: 2.967 (4.885), cls_loss: 3.039 (4.789), time: 0.165 (0.174), eta: 0:17:32
2025-03-30 20:28:52,613 SSD.trainer INFO: iter: 000760, lr: 0.00010, total_loss: 5.694 (9.621), reg_loss: 2.558 (4.854), cls_loss: 3.136 (4.767), time: 0.167 (0.174), eta: 0:17:30
2025-03-30 20:28:54,275 SSD.trainer INFO: iter: 000770, lr: 0.00010, total_loss: 5.356 (9.566), reg_loss: 2.470 (4.823), cls_loss: 2.886 (4.743), time: 0.166 (0.174), eta: 0:17:27
2025-03-30 20:28:55,928 SSD.trainer INFO: iter: 000780, lr: 0.00010, total_loss: 6.904 (9.532), reg_loss: 3.934 (4.812), cls_loss: 2.970 (4.720), time: 0.165 (0.174), eta: 0:17:25
2025-03-30 20:28:57,585 SSD.trainer INFO: iter: 000790, lr: 0.00010, total_loss: 6.794 (9.497), reg_loss: 3.625 (4.797), cls_loss: 3.169 (4.700), time: 0.166 (0.174), eta: 0:17:23
2025-03-30 20:28:59,243 SSD.trainer INFO: iter: 000800, lr: 0.00010, total_loss: 5.645 (9.449), reg_loss: 2.666 (4.770), cls_loss: 2.979 (4.679), time: 0.166 (0.173), eta: 0:17:20
2025-03-30 20:29:00,908 SSD.trainer INFO: iter: 000810, lr: 0.00010, total_loss: 5.458 (9.400), reg_loss: 2.363 (4.740), cls_loss: 3.095 (4.659), time: 0.167 (0.173), eta: 0:17:18
2025-03-30 20:29:02,560 SSD.trainer INFO: iter: 000820, lr: 0.00010, total_loss: 6.728 (9.367), reg_loss: 3.499 (4.725), cls_loss: 3.230 (4.642), time: 0.165 (0.173), eta: 0:17:16
2025-03-30 20:29:04,248 SSD.trainer INFO: iter: 000830, lr: 0.00010, total_loss: 5.413 (9.319), reg_loss: 2.510 (4.699), cls_loss: 2.903 (4.621), time: 0.169 (0.173), eta: 0:17:14
2025-03-30 20:29:05,940 SSD.trainer INFO: iter: 000840, lr: 0.00010, total_loss: 6.888 (9.290), reg_loss: 3.719 (4.687), cls_loss: 3.169 (4.604), time: 0.169 (0.173), eta: 0:17:12
2025-03-30 20:29:07,618 SSD.trainer INFO: iter: 000850, lr: 0.00010, total_loss: 6.988 (9.263), reg_loss: 4.031 (4.679), cls_loss: 2.956 (4.584), time: 0.168 (0.173), eta: 0:17:10
2025-03-30 20:29:09,311 SSD.trainer INFO: iter: 000860, lr: 0.00010, total_loss: 5.608 (9.221), reg_loss: 2.620 (4.655), cls_loss: 2.988 (4.566), time: 0.169 (0.173), eta: 0:17:08
2025-03-30 20:29:10,969 SSD.trainer INFO: iter: 000870, lr: 0.00010, total_loss: 5.394 (9.177), reg_loss: 2.454 (4.630), cls_loss: 2.940 (4.547), time: 0.166 (0.173), eta: 0:17:05
2025-03-30 20:29:12,614 SSD.trainer INFO: iter: 000880, lr: 0.00010, total_loss: 6.934 (9.151), reg_loss: 3.878 (4.621), cls_loss: 3.056 (4.530), time: 0.165 (0.173), eta: 0:17:03
2025-03-30 20:29:14,258 SSD.trainer INFO: iter: 000890, lr: 0.00010, total_loss: 5.406 (9.109), reg_loss: 2.410 (4.597), cls_loss: 2.997 (4.513), time: 0.164 (0.173), eta: 0:17:01
2025-03-30 20:29:15,896 SSD.trainer INFO: iter: 000900, lr: 0.00010, total_loss: 7.897 (9.096), reg_loss: 4.712 (4.598), cls_loss: 3.185 (4.498), time: 0.164 (0.173), eta: 0:16:58
2025-03-30 20:29:17,540 SSD.trainer INFO: iter: 000910, lr: 0.00010, total_loss: 5.119 (9.052), reg_loss: 2.312 (4.573), cls_loss: 2.807 (4.479), time: 0.165 (0.173), eta: 0:16:56
2025-03-30 20:29:19,199 SSD.trainer INFO: iter: 000920, lr: 0.00010, total_loss: 5.509 (9.014), reg_loss: 2.610 (4.551), cls_loss: 2.899 (4.462), time: 0.166 (0.173), eta: 0:16:54
2025-03-30 20:29:20,857 SSD.trainer INFO: iter: 000930, lr: 0.00010, total_loss: 5.844 (8.980), reg_loss: 2.947 (4.534), cls_loss: 2.897 (4.445), time: 0.166 (0.172), eta: 0:16:52
2025-03-30 20:29:22,505 SSD.trainer INFO: iter: 000940, lr: 0.00010, total_loss: 7.201 (8.961), reg_loss: 4.209 (4.531), cls_loss: 2.993 (4.430), time: 0.165 (0.172), eta: 0:16:50
2025-03-30 20:29:24,163 SSD.trainer INFO: iter: 000950, lr: 0.00010, total_loss: 5.813 (8.927), reg_loss: 2.772 (4.512), cls_loss: 3.041 (4.415), time: 0.166 (0.172), eta: 0:16:48
2025-03-30 20:29:25,808 SSD.trainer INFO: iter: 000960, lr: 0.00010, total_loss: 5.044 (8.887), reg_loss: 2.084 (4.487), cls_loss: 2.961 (4.400), time: 0.164 (0.172), eta: 0:16:45
2025-03-30 20:29:27,463 SSD.trainer INFO: iter: 000970, lr: 0.00010, total_loss: 7.336 (8.871), reg_loss: 4.317 (4.485), cls_loss: 3.019 (4.386), time: 0.165 (0.172), eta: 0:16:43
2025-03-30 20:29:29,111 SSD.trainer INFO: iter: 000980, lr: 0.00010, total_loss: 7.162 (8.854), reg_loss: 3.958 (4.480), cls_loss: 3.203 (4.374), time: 0.165 (0.172), eta: 0:16:41
2025-03-30 20:29:30,763 SSD.trainer INFO: iter: 000990, lr: 0.00010, total_loss: 7.819 (8.843), reg_loss: 4.779 (4.483), cls_loss: 3.040 (4.360), time: 0.165 (0.172), eta: 0:16:39
